geneid	a1	a2	a3	b1	b2	b3
"Zm00001d030892"	389.00	513.00	435.00	496.00	491.00	381.00
"Zm00001d030893"	462.00	568.00	560.00	1452.00	1619.00	1124.00
"Zm00001d030894"	3.00	1.00	0.00	28.00	17.00	15.00
"Zm00001d030895"	612.00	548.00	669.00	1202.00	1218.00	1010.00
"Zm00001d030900"	76.00	79.00	23.00	40.00	22.00	37.00
"Zm00001d030901"	0.00	5.00	0.00	148.00	112.00	95.00
"Zm00001d030907"	0.00	1.00	0.00	2.00	2.00	1.00
"Zm00001d030910"	23.00	18.00	29.00	13.00	28.00	12.00
"Zm00001d030915"	1813.00	1183.00	3120.00	631.00	1087.00	1054.00
"Zm00001d030916"	520.00	592.00	574.00	661.00	709.00	562.00
"Zm00001d030920"	54.00	40.00	52.00	33.00	36.00	21.00
"Zm00001d030927"	6.00	5.00	10.00	2.00	1.00	4.00
"Zm00001d030930"	3.00	3.00	2.00	161.00	158.00	205.00
"Zm00001d030933"	1.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d030934"	117.00	113.00	66.00	218.00	195.00	156.00
"Zm00001d030935"	261.00	278.00	436.00	261.00	293.00	285.00
"Zm00001d030937"	291.00	261.00	250.00	209.00	160.00	125.00
"Zm00001d030939"	60.00	57.00	61.00	122.00	127.00	98.00
"Zm00001d030940"	2.00	0.00	5.00	2.00	3.00	1.00
"Zm00001d030941"	0.00	0.00	0.00	14.00	4.00	17.00
"Zm00001d030942"	45.00	35.00	65.00	387.00	450.00	444.00
"Zm00001d030944"	234.00	255.00	202.00	419.00	301.00	291.00
"Zm00001d030945"	312.00	356.00	203.00	363.00	456.00	279.00
"Zm00001d030947"	14.00	19.51	25.00	49.00	34.00	24.00
"Zm00001d030950"	3.00	0.00	0.00	3.00	3.00	1.00
"Zm00001d030951"	8.00	9.00	0.00	18.00	19.00	12.00
"Zm00001d030953"	420.00	487.00	565.00	469.00	396.00	330.00
"Zm00001d030954"	28.00	49.00	34.00	35.00	43.00	18.00
"Zm00001d030955"	49.00	76.00	61.00	106.00	109.00	81.00
"Zm00001d030958"	25.00	36.00	9.00	39.00	38.00	29.00
"Zm00001d030960"	302.00	366.00	258.00	340.00	333.00	330.00
"Zm00001d030962"	178.00	150.00	152.00	650.00	552.00	457.00
"Zm00001d030967"	593.00	758.00	938.00	570.00	530.00	465.00
"Zm00001d030968"	505.00	577.00	499.00	621.00	537.00	490.00
"Zm00001d030969"	38.00	49.00	19.00	37.00	49.00	54.00
"Zm00001d030976"	88.00	140.00	49.00	1878.00	2309.00	1388.00
"Zm00001d030982"	0.00	0.00	0.00	2.00	4.00	1.00
"Zm00001d030985"	0.00	0.00	0.00	1.00	1.00	0.00
"Zm00001d030989"	68.00	42.00	69.00	49.00	57.00	55.00
"Zm00001d030990"	0.00	0.00	0.00	3.00	2.00	2.00
"Zm00001d030993"	781.00	1189.00	1094.00	535.00	427.00	471.00
"Zm00001d030995"	102.00	122.00	89.00	3512.00	3262.00	2883.00
"Zm00001d030996"	553.00	738.00	624.00	748.00	737.00	628.00
"Zm00001d030998"	112.00	185.00	146.00	351.00	505.00	379.00
"Zm00001d030999"	18.00	29.00	13.00	37.00	49.00	41.00
"Zm00001d031002"	185.00	222.00	219.00	465.00	502.00	366.00
"Zm00001d031005"	1.00	7.00	4.00	1.00	10.00	2.00
"Zm00001d031008"	289.00	305.00	280.00	335.00	432.00	327.00
"Zm00001d031009"	4.00	1.00	1.00	5.00	2.00	2.00
"Zm00001d031013"	280.00	356.00	419.00	613.00	829.00	673.00
"Zm00001d031014"	233.00	301.00	171.00	444.00	465.00	324.00
"Zm00001d031017"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d031019"	26.00	24.00	26.00	61.00	70.00	49.00
"Zm00001d031020"	0.00	0.00	0.00	3.00	3.00	1.00
"Zm00001d031023"	11.00	14.00	12.00	127.00	183.00	134.00
"Zm00001d031024"	500.00	571.00	496.00	487.00	487.00	436.00
"Zm00001d031026"	124.00	133.00	128.00	304.00	433.00	245.00
"Zm00001d031028"	234.00	230.00	286.00	352.00	459.00	306.00
"Zm00001d031037"	31.00	34.00	32.00	31.00	11.00	13.00
"Zm00001d031040"	50.00	52.00	61.00	61.00	73.00	59.00
"Zm00001d031041"	167.00	209.00	187.00	399.00	371.00	272.00
"Zm00001d031044"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d031045"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d031047"	5.00	14.00	12.00	5.00	5.00	2.00
"Zm00001d031049"	19.00	25.00	46.00	31.00	41.00	36.00
"Zm00001d031050"	109.00	130.00	41.00	1223.00	823.00	660.00
"Zm00001d031053"	110.00	163.00	77.00	16.00	6.00	11.00
"Zm00001d031054"	1.00	2.00	0.00	0.00	1.00	2.00
"Zm00001d031058"	132.00	178.00	172.00	193.00	179.00	149.00
"Zm00001d031059"	872.00	1025.00	932.00	406.00	346.00	313.00
"Zm00001d031060"	109.00	107.00	82.00	53.00	56.00	35.00
"Zm00001d031061"	63.00	98.00	71.00	90.00	158.00	95.00
"Zm00001d031062"	337.00	370.00	320.00	373.00	467.00	323.00
"Zm00001d031063"	3.00	6.00	4.00	2.00	1.00	0.00
"Zm00001d031064"	14.00	17.00	15.00	659.00	558.18	435.24
"Zm00001d031065"	45.00	32.00	40.00	40.00	44.00	26.00
"Zm00001d031066"	0.00	0.00	0.00	0.00	1.00	1.00
"Zm00001d031068"	18.00	9.00	9.00	10.00	16.00	6.00
"Zm00001d031070"	0.00	0.00	0.01	0.00	0.00	0.00
"Zm00001d031071"	17075.00	19684.00	12777.00	5419.00	4881.00	3962.00
"Zm00001d031072"	104.00	138.00	109.00	234.00	246.00	195.00
"Zm00001d031073"	13.00	20.00	20.00	54.00	43.00	21.00
"Zm00001d031077"	2.00	5.00	8.00	21.00	29.00	16.00
"Zm00001d031078"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d031079"	0.00	1.00	0.00	1.00	0.00	0.00
"Zm00001d031081"	86.00	98.00	97.00	108.00	136.00	116.00
"Zm00001d031086"	2.00	5.00	0.00	2.00	2.00	2.00
"Zm00001d031088"	514.00	619.00	566.00	755.00	574.00	502.00
"Zm00001d031090"	558.00	713.00	1068.00	855.00	974.00	816.00
"Zm00001d031091"	4.00	2.00	2.00	13.00	18.00	13.00
"Zm00001d031092"	9.00	14.00	18.00	64.00	93.00	56.00
"Zm00001d031093"	4.00	0.00	0.00	2.00	2.00	1.00
"Zm00001d031098"	38.00	51.00	45.00	114.00	152.00	141.00
"Zm00001d031099"	7.00	16.00	11.00	11.00	9.00	10.00
"Zm00001d031100"	0.00	2.00	2.00	19.00	33.00	14.00
"Zm00001d031101"	435.00	567.00	476.00	461.00	490.00	460.00
"Zm00001d031104"	77.07	99.23	93.88	58.26	72.77	89.86
"Zm00001d031109"	19.00	24.00	5.00	44.00	35.00	26.00
"Zm00001d031113"	0.00	1.00	22.00	0.00	0.00	1.00
"Zm00001d031115"	169.00	212.18	181.00	192.10	185.00	174.00
"Zm00001d031118"	20.00	17.00	42.00	14.00	36.00	14.00
"Zm00001d031120"	265.00	319.00	189.00	1729.00	1736.00	1302.00
"Zm00001d031122"	3.00	2.00	0.00	3.00	8.00	2.00
"Zm00001d031127"	7.00	7.00	20.00	2.00	9.00	11.00
"Zm00001d031128"	1548.00	1891.00	1537.00	4736.00	4459.00	3752.00
"Zm00001d031129"	3.00	3.00	4.00	28.00	19.00	44.00
"Zm00001d031130"	1.00	2.00	1.00	39.00	30.00	22.00
"Zm00001d031131"	19.00	9.00	16.00	111.00	89.00	78.00
"Zm00001d031132"	862.00	759.00	717.00	1279.00	1707.00	1168.00
"Zm00001d031134"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d031135"	34.00	57.00	22.00	148.00	201.00	172.00
"Zm00001d031136"	1207.00	1308.00	1034.00	2372.00	2400.00	1839.00
"Zm00001d031146"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d031148"	0.00	0.00	0.00	1.00	1.00	0.00
"Zm00001d031149"	0.00	0.00	0.00	2.00	2.00	1.00
"Zm00001d031152"	142.00	65.00	82.00	791.00	429.00	465.00
"Zm00001d031155"	1.50	0.00	1.00	352.00	432.50	359.50
"Zm00001d031157"	1.50	0.00	1.00	352.00	432.50	359.50
"Zm00001d031158"	24422.00	30962.00	19303.00	121867.00	191009.00	140129.00
"Zm00001d031161"	1.00	4.00	0.00	30.00	26.00	45.00
"Zm00001d031163"	159.00	185.00	236.00	226.00	245.00	169.00
"Zm00001d031164"	243.00	338.00	114.00	230.00	368.00	284.00
"Zm00001d031167"	8.00	16.00	9.00	1.00	1.00	1.00
"Zm00001d031168"	15208.00	19089.00	17290.00	45384.00	59684.00	45470.00
"Zm00001d031173"	3.39	4.07	0.00	8.04	5.48	7.25
"Zm00001d031178"	558.00	569.00	420.00	560.00	531.00	445.00
"Zm00001d031179"	158.00	168.00	241.77	212.00	301.00	212.00
"Zm00001d031182"	2700.00	3963.00	2174.00	822.00	739.00	665.00
"Zm00001d031184"	757.00	951.00	586.00	535.00	604.00	430.00
"Zm00001d031186"	767.00	951.00	853.00	589.00	475.00	360.00
"Zm00001d031187"	61.00	48.00	166.00	25.00	7.00	14.00
"Zm00001d031191"	0.00	0.00	3.00	0.00	0.00	0.00
"Zm00001d031192"	10.00	7.00	47.00	2.00	1.00	1.00
"Zm00001d031194"	4.00	3.00	3.00	5.00	7.00	3.00
"Zm00001d031196"	17.00	10.00	6.00	2.00	6.00	4.00
"Zm00001d031200"	39.00	77.00	39.00	80.00	88.00	62.00
"Zm00001d031201"	187.00	202.00	113.00	87.00	68.00	53.00
"Zm00001d031202"	19.00	24.00	22.00	19.00	29.00	14.00
"Zm00001d031203"	471.00	582.00	2347.00	2059.00	2213.00	1293.00
"Zm00001d031204"	246.00	317.00	353.00	470.00	581.00	347.00
"Zm00001d031205"	117.00	181.00	142.00	405.00	375.00	287.00
"Zm00001d031208"	0.00	0.00	0.00	3.00	0.00	0.00
"Zm00001d031209"	2341.00	2458.00	4846.00	2345.00	2500.00	2169.00
"Zm00001d031210"	7.95	14.21	9.38	47.00	43.83	44.90
"Zm00001d031211"	172.05	230.79	492.62	10.00	3.17	2.10
"Zm00001d031212"	103.00	116.00	144.00	434.00	662.00	328.00
"Zm00001d031213"	1674.00	2278.00	1164.00	2086.00	1805.00	1753.00
"Zm00001d031216"	10.00	36.00	11.00	51.00	70.00	67.00
"Zm00001d031217"	72.00	103.00	66.00	235.00	212.00	176.00
"Zm00001d031220"	490.00	532.00	483.00	473.00	608.00	447.00
"Zm00001d031221"	243.00	266.00	140.00	5732.00	3484.00	2580.00
"Zm00001d031222"	224.00	181.00	433.00	661.00	633.00	655.00
"Zm00001d031223"	496.00	488.00	404.00	779.00	839.00	701.00
"Zm00001d031227"	127.00	155.00	122.00	206.00	242.00	163.00
"Zm00001d031229"	10.00	26.00	18.00	63.00	66.00	30.00
"Zm00001d031230"	55.01	87.98	67.00	129.00	159.25	152.00
"Zm00001d031231"	271.03	372.74	266.64	423.41	338.63	322.44
"Zm00001d031232"	400.00	636.00	497.00	668.00	824.00	692.00
"Zm00001d031236"	21.30	20.18	32.95	44.22	36.23	37.78
"Zm00001d031239"	94.60	93.46	55.16	293.88	192.48	223.59
"Zm00001d031241"	415.13	600.36	568.89	619.90	546.29	559.63
"Zm00001d031244"	0.00	3.00	2.00	1.00	2.00	1.00
"Zm00001d031248"	12.00	19.00	9.00	8.00	16.00	17.00
"Zm00001d031251"	0.00	0.00	0.00	0.13	0.00	0.00
"Zm00001d031253"	5577.00	6164.00	9066.00	1016.00	1290.00	1190.00
"Zm00001d031254"	50.00	68.00	72.00	64.00	73.00	63.00
"Zm00001d031256"	1813.00	2103.00	2090.00	1082.00	1018.00	813.00
"Zm00001d031257"	173.00	194.00	128.00	818.00	1104.00	853.00
"Zm00001d031258"	251.00	286.00	180.00	1912.00	1882.00	1564.00
"Zm00001d031259"	356.00	474.00	308.00	836.00	925.00	756.00
"Zm00001d031261"	28.00	27.00	6.00	29.00	21.00	25.00
"Zm00001d031263"	12.00	2.00	3.00	5.00	1.00	4.00
"Zm00001d031264"	12.00	27.00	9.00	7.00	9.00	15.00
"Zm00001d031265"	129.00	201.00	141.00	176.00	187.00	170.00
"Zm00001d031266"	46.00	51.00	26.00	83.00	70.00	65.00
"Zm00001d031267"	233.00	274.00	498.00	614.00	488.00	495.00
"Zm00001d031268"	60.00	57.00	63.00	180.00	128.00	117.00
"Zm00001d031269"	224.00	243.00	162.00	188.00	208.00	149.00
"Zm00001d031271"	16.00	19.00	31.00	59.00	42.00	33.00
"Zm00001d031272"	4.00	0.00	4.00	0.00	0.00	0.00
"Zm00001d031273"	363.00	356.00	409.00	206.00	249.00	190.00
"Zm00001d031275"	72.00	105.00	64.00	4.00	0.00	0.00
"Zm00001d031278"	431.00	290.00	187.00	92.00	132.00	149.00
"Zm00001d031279"	17.00	34.00	15.00	38.00	34.00	32.00
"Zm00001d031280"	52.00	51.00	12.00	33.00	34.00	24.00
"Zm00001d031281"	71.00	88.00	59.00	98.00	67.00	63.00
"Zm00001d031286"	7.00	9.00	3.00	1.00	8.00	0.00
"Zm00001d031287"	0.00	1.00	0.00	3.00	0.00	1.00
"Zm00001d031289"	66.50	102.64	119.50	176.60	200.01	213.35
"Zm00001d031290"	2963.00	2647.00	3847.00	1191.00	1935.00	1654.00
"Zm00001d031291"	124.00	158.00	107.00	414.00	338.00	331.00
"Zm00001d031292"	120.00	115.00	75.00	33.00	12.00	17.00
"Zm00001d031300"	93.58	123.72	116.91	56.36	39.38	57.48
"Zm00001d031303"	44.42	35.28	100.09	12.64	18.62	19.52
"Zm00001d031308"	6.00	4.00	2.00	66.00	22.00	27.00
"Zm00001d031309"	33.00	56.00	36.00	99.00	89.00	75.00
"Zm00001d031310"	269.00	307.00	275.00	299.00	315.00	227.00
"Zm00001d031311"	0.00	0.00	4.00	0.00	1.00	4.00
"Zm00001d031312"	5.00	8.00	0.00	55.00	72.00	26.00
"Zm00001d031315"	51.00	70.00	59.00	41.00	26.00	34.00
"Zm00001d031316"	4.00	13.00	5.00	1.00	1.00	1.00
"Zm00001d031317"	80.00	95.00	48.00	121.00	77.00	60.00
"Zm00001d031318"	273.00	383.00	363.00	285.00	336.00	281.00
"Zm00001d031321"	21.00	40.00	18.00	89.00	85.00	75.00
"Zm00001d031323"	105.00	124.00	143.00	154.00	151.00	141.00
"Zm00001d031325"	238.00	293.00	137.00	84.00	96.00	84.00
"Zm00001d031326"	185.00	213.00	203.00	336.00	280.00	244.00
"Zm00001d031327"	338.00	499.00	449.00	556.00	489.00	446.79
"Zm00001d031328"	295.00	365.00	361.00	233.00	243.00	232.00
"Zm00001d031329"	115.00	105.00	56.00	154.00	152.00	140.00
"Zm00001d031331"	3.00	1.00	7.00	4.00	9.00	7.00
"Zm00001d031332"	9842.00	9852.00	7653.00	3434.00	3193.00	5424.00
"Zm00001d031334"	1.00	2.00	4.00	40.00	18.00	18.00
"Zm00001d031338"	665.00	637.00	1723.00	531.00	507.00	538.00
"Zm00001d031346"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d031349"	1199.12	1313.71	815.65	1466.25	1274.91	933.73
"Zm00001d031351"	25.13	23.06	6.00	101.54	151.92	105.30
"Zm00001d031359"	1.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d031364"	703.31	734.19	403.61	672.42	602.31	497.68
"Zm00001d031366"	3.80	3.08	0.00	8.07	8.85	4.93
"Zm00001d031372"	0.00	5.30	5.00	7.86	10.19	13.21
"Zm00001d031377"	0.00	0.00	0.00	11.88	8.26	2.98
"Zm00001d031379"	944.90	959.77	1208.20	601.85	734.45	572.18
"Zm00001d031381"	22.63	20.65	12.19	96.87	111.17	83.24
"Zm00001d031384"	0.00	0.00	0.00	0.00	0.00	3.00
"Zm00001d031395"	6.78	6.41	4.00	41.18	57.39	37.82
"Zm00001d031398"	1.00	2.00	0.00	6.12	4.74	15.02
"Zm00001d031403"	1121.68	1253.32	1169.54	841.48	988.33	840.41
"Zm00001d031404"	0.00	0.00	1.00	1.00	2.00	0.00
"Zm00001d031407"	7.65	7.50	12.81	63.48	102.47	43.50
"Zm00001d031412"	213.00	254.00	151.00	178.00	168.00	150.00
"Zm00001d031415"	15.00	16.00	13.00	51.00	49.00	30.00
"Zm00001d031416"	0.00	0.00	0.00	0.00	2.00	0.00
"Zm00001d031418"	77.00	121.00	105.00	132.00	140.00	114.00
"Zm00001d031419"	1.00	1.00	0.00	0.00	0.00	4.00
"Zm00001d031420"	38.00	28.00	42.00	15.00	24.00	11.00
"Zm00001d031421"	3440.00	4068.00	2224.00	2243.00	2152.00	2043.00
"Zm00001d031422"	84.00	111.00	53.00	165.00	119.00	116.00
"Zm00001d031423"	911.00	681.00	757.00	261.00	318.00	313.00
"Zm00001d031426"	0.00	2.00	1.00	7.00	1.00	6.00
"Zm00001d031427"	1.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d031428"	0.00	0.00	0.00	1.00	2.00	0.00
"Zm00001d031429"	905.00	1054.00	1051.00	944.00	1290.00	926.00
"Zm00001d031430"	259.00	263.00	225.00	35.00	26.00	30.00
"Zm00001d031431"	94.00	64.00	83.00	97.00	132.00	76.00
"Zm00001d031434"	29.00	36.00	12.00	8.00	4.00	4.00
"Zm00001d031436"	1.00	1.00	1.00	0.00	2.00	2.00
"Zm00001d031437"	38.00	36.00	24.00	1.00	2.00	5.00
"Zm00001d031439"	231.00	297.00	340.00	195.00	264.00	205.00
"Zm00001d031441"	205.00	291.00	300.00	173.00	201.00	171.00
"Zm00001d031443"	0.00	1.03	0.00	2.25	2.24	0.00
"Zm00001d031444"	8.00	7.00	60.00	26.00	18.00	24.00
"Zm00001d031445"	15.00	12.00	3.00	32.00	16.00	15.00
"Zm00001d031447"	792.00	853.00	735.00	1117.00	975.00	815.00
"Zm00001d031449"	818.00	1080.00	1699.00	3213.00	3595.00	3086.00
"Zm00001d031450"	50.00	40.00	43.00	69.00	64.00	57.00
"Zm00001d031451"	10.00	10.00	8.00	8.00	4.00	4.00
"Zm00001d031453"	145.00	158.00	90.00	334.00	324.00	263.00
"Zm00001d031454"	137.00	187.00	350.00	740.00	743.00	821.00
"Zm00001d031457"	6.00	9.00	0.00	54.00	46.00	53.00
"Zm00001d031458"	4.53	1.08	1.77	1.39	1.74	1.78
"Zm00001d031459"	9.00	10.00	9.00	30.00	51.00	25.00
"Zm00001d031460"	0.00	0.00	5.00	0.00	0.00	0.00
"Zm00001d031462"	1.00	1.00	3.00	2.00	1.00	3.00
"Zm00001d031465"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d031470"	185.00	231.00	92.00	183.00	144.00	182.00
"Zm00001d031471"	8.00	4.00	6.00	27.00	29.00	36.00
"Zm00001d031473"	1530.00	1940.00	1832.00	1691.00	1939.00	1487.00
"Zm00001d031475"	1.00	0.00	2.00	11.00	10.00	12.00
"Zm00001d031480"	110.00	181.00	212.00	153.00	246.00	141.00
"Zm00001d031481"	307.00	398.00	250.00	382.00	455.00	381.00
"Zm00001d031484"	2313.00	2711.00	2756.00	533.00	512.00	586.00
"Zm00001d031485"	48.00	60.00	99.00	67.00	79.00	72.00
"Zm00001d031486"	251.00	304.00	272.00	395.00	333.00	283.00
"Zm00001d031487"	819.00	891.00	2588.00	896.00	801.00	775.00
"Zm00001d031488"	83.05	85.25	155.17	36.66	43.11	27.29
"Zm00001d031489"	153.95	210.75	167.83	387.34	354.89	290.71
"Zm00001d031490"	247.00	248.00	324.00	617.00	590.00	495.00
"Zm00001d031494"	91.00	133.00	43.00	820.00	820.00	700.00
"Zm00001d031496"	1164.00	1162.00	994.00	433.00	344.00	354.00
"Zm00001d031502"	158.00	212.00	164.00	159.00	186.00	151.00
"Zm00001d031505"	0.00	0.00	0.00	2.04	3.00	0.00
"Zm00001d031509"	0.00	6.00	2.00	1.00	2.00	0.00
"Zm00001d031510"	0.00	0.00	1.00	13.00	4.00	4.00
"Zm00001d031514"	831.00	917.00	1412.00	183.00	265.00	193.00
"Zm00001d031518"	11.00	19.75	5.00	39.00	16.00	30.00
"Zm00001d031520"	151.00	187.00	218.00	130.00	177.00	125.00
"Zm00001d031522"	550.00	636.00	555.00	815.00	644.00	526.00
"Zm00001d031523"	22.00	49.00	21.00	206.00	225.00	182.00
"Zm00001d031525"	489.00	661.00	473.00	513.00	512.00	412.00
"Zm00001d031526"	448.47	478.53	299.76	895.52	789.92	731.02
"Zm00001d031527"	58.00	43.00	90.00	568.00	672.00	538.00
"Zm00001d031528"	0.00	1.00	14.00	18.00	19.00	17.00
"Zm00001d031529"	24.00	17.00	14.00	217.00	193.00	166.00
"Zm00001d031530"	19.00	28.00	19.00	44.00	33.00	42.00
"Zm00001d031531"	6.00	3.00	1.00	36.00	44.00	31.00
"Zm00001d031532"	325.00	402.00	406.00	1203.00	1202.00	961.00
"Zm00001d031533"	52.00	52.00	14.00	84.00	81.00	80.00
"Zm00001d031534"	307.00	388.00	276.00	423.00	451.00	323.00
"Zm00001d031535"	169.00	232.00	163.00	288.00	146.00	192.00
"Zm00001d031536"	106.00	170.00	282.00	45.00	88.00	59.00
"Zm00001d031539"	137.00	149.00	167.00	84.00	157.00	89.00
"Zm00001d031540"	328.00	336.00	300.00	656.00	609.00	469.00
"Zm00001d031542"	121.00	165.00	100.00	168.00	170.00	135.00
"Zm00001d031543"	251.00	379.00	425.00	706.00	768.00	549.00
"Zm00001d031545"	563.00	484.00	626.00	247.00	330.97	284.00
"Zm00001d031546"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d031554"	76.00	82.00	70.00	172.00	138.00	147.00
"Zm00001d031555"	115.00	164.00	430.00	75.00	97.00	59.00
"Zm00001d031556"	684.00	1041.00	1271.00	486.00	649.00	549.00
"Zm00001d031559"	6.08	3.02	0.00	0.00	0.00	1.01
"Zm00001d031560"	93.00	117.00	94.00	156.00	217.00	132.00
"Zm00001d031561"	23.00	29.00	91.00	60.00	73.00	100.00
"Zm00001d031562"	9.00	14.00	16.00	60.00	76.00	54.00
"Zm00001d031568"	29.00	39.00	17.00	205.00	158.00	168.00
"Zm00001d031569"	973.00	1064.00	744.00	2095.00	1232.00	1223.00
"Zm00001d031570"	124.00	162.00	254.00	431.00	418.00	425.00
"Zm00001d031571"	0.00	2.00	2.00	0.00	3.00	0.00
"Zm00001d031572"	36.00	61.00	47.00	67.00	39.00	43.00
"Zm00001d031575"	0.00	0.00	0.00	1.00	0.00	0.00
"Zm00001d031577"	0.00	0.00	0.00	0.00	4.00	2.00
"Zm00001d031580"	474.00	490.00	2174.00	657.00	892.00	1041.00
"Zm00001d031581"	2682.00	2409.00	7295.00	5362.00	4644.00	5074.00
"Zm00001d031583"	0.00	1.06	0.00	0.00	0.00	0.00
"Zm00001d031586"	22.00	36.00	9.00	61.00	72.00	66.00
"Zm00001d031587"	25.00	46.00	58.00	54.00	60.00	46.00
"Zm00001d031588"	10.00	9.00	43.00	3.00	2.00	8.00
"Zm00001d031589"	18.00	13.00	168.00	42.00	62.00	62.00
"Zm00001d031593"	602.00	633.00	955.00	305.00	371.00	301.00
"Zm00001d031597"	0.00	1.00	0.00	0.00	0.00	0.00
"Zm00001d031599"	0.00	2.00	0.00	75.00	125.00	46.00
"Zm00001d031600"	7.00	3.00	0.00	4.00	1.00	0.00
"Zm00001d031601"	0.00	2.00	0.00	0.00	0.00	0.00
"Zm00001d031602"	104.00	139.00	112.00	364.00	354.00	280.00
"Zm00001d031611"	706.00	751.00	706.00	849.00	1129.00	792.00
"Zm00001d031614"	929.00	1530.00	615.00	652.00	829.00	576.00
"Zm00001d031617"	473.98	611.53	291.76	243.52	212.90	163.77
"Zm00001d031618"	20.00	11.00	5.00	47.00	57.00	44.00
"Zm00001d031619"	8.00	5.00	9.00	7.00	5.00	11.00
"Zm00001d031620"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d031621"	449.00	459.00	508.00	705.00	703.00	560.00
"Zm00001d031625"	53.00	39.00	35.00	12.00	13.00	14.00
"Zm00001d031626"	54.00	36.00	64.00	11.00	13.00	6.00
"Zm00001d031627"	763.00	859.00	910.00	1188.00	1511.00	1026.00
"Zm00001d031632"	74.34	53.76	124.42	18.83	71.13	26.55
"Zm00001d031633"	3.00	5.00	20.00	2.00	4.00	6.00
"Zm00001d031634"	546.00	741.00	817.00	123.00	116.00	96.00
"Zm00001d031635"	50.00	66.00	280.00	398.00	312.00	487.00
"Zm00001d031636"	909.00	1150.00	816.00	568.00	828.00	779.00
"Zm00001d031637"	427.00	485.00	498.00	714.00	843.00	647.00
"Zm00001d031638"	204.00	281.00	466.00	3.00	5.00	7.00
"Zm00001d031639"	227.00	237.00	220.00	1863.00	2078.00	2051.00
"Zm00001d031640"	507.00	600.00	302.00	916.00	794.00	718.00
"Zm00001d031641"	54.00	66.00	74.00	77.00	101.00	86.00
"Zm00001d031643"	20.00	37.00	21.00	215.00	178.00	170.00
"Zm00001d031648"	252.00	261.00	302.00	272.00	377.00	284.00
"Zm00001d031651"	23.00	17.00	19.00	90.00	77.00	51.00
"Zm00001d031653"	52.00	100.00	64.00	91.00	115.00	81.00
"Zm00001d031655"	6246.00	7627.00	7803.00	5896.00	6957.00	6603.00
"Zm00001d031657"	889.00	1267.00	723.00	2636.00	1783.00	1665.00
"Zm00001d031659"	1301.00	1425.00	1767.00	748.00	1168.00	819.00
"Zm00001d031660"	610.00	802.00	904.00	491.00	497.00	476.00
"Zm00001d031662"	7.00	13.00	23.00	115.00	85.00	78.00
"Zm00001d031666"	64.00	40.00	126.00	859.00	1277.00	934.00
"Zm00001d031667"	7.00	3.00	6.00	6.00	6.00	8.00
"Zm00001d031668"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d031669"	12.00	12.00	5.00	40.00	24.00	24.00
"Zm00001d031670"	36.00	49.67	41.00	171.03	138.84	126.04
"Zm00001d031671"	0.00	6.33	0.00	18.97	3.16	18.96
"Zm00001d031673"	1.00	0.00	0.00	1.00	0.00	1.00
"Zm00001d031674"	44.00	53.00	21.00	102.18	95.16	125.98
"Zm00001d031676"	166.00	245.00	183.00	416.00	310.00	297.00
"Zm00001d031677"	2116.00	2475.00	3710.00	3435.00	3370.00	3367.00
"Zm00001d031678"	1.00	1.00	0.00	22.00	7.00	8.00
"Zm00001d031683"	0.00	1.00	0.00	0.00	1.00	1.00
"Zm00001d031684"	134.00	185.00	138.00	174.00	151.00	135.00
"Zm00001d031688"	63.00	62.00	105.89	236.99	310.97	181.00
"Zm00001d031689"	27.00	27.00	19.00	39.00	33.00	34.00
"Zm00001d031690"	2.00	3.00	0.00	5.00	13.00	2.00
"Zm00001d031691"	140.00	158.00	159.00	219.00	305.00	236.00
"Zm00001d031694"	189.00	330.00	260.00	534.00	478.00	437.00
"Zm00001d031696"	423.00	402.00	403.00	352.00	351.00	325.00
"Zm00001d031699"	0.00	0.00	0.00	0.00	0.00	1.00
"Zm00001d031700"	19.00	37.00	55.00	92.00	98.00	99.00
"Zm00001d031701"	282.00	248.00	183.00	313.00	397.00	258.00
"Zm00001d031703"	697.00	740.00	397.00	1314.00	1187.00	892.00
"Zm00001d031705"	96.00	141.00	111.00	218.00	247.00	197.00
"Zm00001d031706"	59.00	83.00	91.00	1137.00	1158.00	1648.00
"Zm00001d031707"	369.00	431.00	386.00	534.00	665.00	473.00
"Zm00001d031708"	0.00	0.00	0.00	0.00	1.00	0.00
"Zm00001d031711"	5.00	10.00	6.00	2.00	0.00	3.00
"Zm00001d031712"	276.00	382.00	456.00	573.00	583.00	471.00
"Zm00001d031717"	6.00	4.00	4.00	0.00	0.00	1.00
